,Invoice_ID,Branch,City,Customer_type,Gender,Product_line,Unit_price,Quantity,Tax_5%,Total,Date,Time,Payment,cogs,gross_margin_percentage,gross_income,Rating,Latitude,Longitude,Invoice ID,Unit price,Tax 5%
1852,MKH-34-E7CF,D,Vientiane,Normal,Female,Home and lifestyle,45.11536437445508,1,2.255768218722754,1056.0826562262976,2021-03-13,11:35,Credit card,45.11536437445508,4.761905,2.255768218722754,2.39436718160251,17.974855,102.630867,,,
1853,137-74-8729,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,1094.9281308810537,2021-03-13,12:47,Ewallet,97.52,4.761904762,4.876,6.8,19.7633,96.0785,,,
1854,SHA-90-LWRA,D,Vientiane,Member,Female,Health and beauty,53.25586602549795,7,18.63955310892429,1446.588349883331,2021-03-13,17:26,Ewallet,372.7910621784857,4.761905,18.63955310892429,7.961655270441648,17.974855,102.630867,,,
1855,DBL-79-6MGI,E,Luang Prabang,Normal,Male,Food and beverages,62.69360582538808,5,15.67340145634702,1371.9743380996697,2021-03-13,12:17,Cash,313.4680291269404,4.761905,15.67340145634702,5.583059324632999,19.889271,102.133453,,,
1856,584-66-4073,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,1048.2059636433676,2021-03-13,15:45,Ewallet,56.5,4.761904762,2.825,9.6,19.7633,96.0785,,,
1857,BKN-63-VT2T,B,Chiang Mai,Normal,Female,Food and beverages,55.19440502405334,9,24.837482260824004,1562.2473764191652,2021-03-13,10:01,Credit card,496.7496452164801,4.761905,24.837482260824004,1.8777339126712809,18.796143,98.979263,,,
1858,877-22-3308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,1176.4515089093732,2021-03-13,16:40,Cash,158.7,4.761904762,7.935,5.8,16.8409,96.1735,,,
1859,RNI-80-0A77,C,Vientiane,Member,Female,Electronic accessories,16.97659388136872,5,4.244148470342181,1090.7810965975525,2021-03-13,16:14,Cash,84.88296940684361,4.761905,4.244148470342181,7.590648395260786,17.974855,102.630867,,,
1860,GRH-81-KVN7,A,Bangkok,Member,Female,Sports and travel,43.26448970757419,9,19.469020368408387,1413.6573080369317,2021-03-13,14:35,Cash,389.3804073681677,4.761905,19.469020368408387,5.218210605062269,13.736717,100.523186,,,
1861,FZE-35-KR5S,C,Luang Prabang,Member,Female,Home and lifestyle,90.48140466719757,4,18.096280933439512,1400.4150438365734,2021-03-13,15:04,Ewallet,361.9256186687902,4.761905,18.096280933439512,2.457846342368419,19.889271,102.133453,,,
1862,ZCW-12-22JE,F,Chiang Mai,Normal,Male,Home and lifestyle,36.35104871381,4,7.270209742761999,1186.2380867849663,2021-03-13,15:03,Cash,145.40419485523998,4.761905,7.270209742761999,8.657194404876524,18.796143,98.979263,,,
1863,686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,1085.763934377134,2021-03-13,19:48,Ewallet,69.4,4.761904762,3.47,8.2,21.9588,96.0891,,,
1864,655-85-5130,B,Mandalay,Member,Female,Fashion accessories,38.3,4,7.66,1203.2135837612173,2021-03-13,19:22,Cash,153.2,4.761904762,7.66,5.7,21.9588,96.0891,,,
1865,TEW-68-X98J,F,Vientiane,Member,Male,Food and beverages,20.50776704422077,2,2.050776704422077,1072.9169027632563,2021-03-13,12:20,Cash,41.01553408844154,4.761905,2.050776704422077,4.055553165446595,17.974855,102.630867,,,
1866,585-03-5943,B,Mandalay,Normal,Male,Health and beauty,18.11,10,9.055,1200.5592356740808,2021-03-13,11:46,Ewallet,181.1,4.761904762,9.055,5.9,21.9588,96.0891,,,
1867,336-78-2147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,1580.9903512710214,2021-03-13,19:52,Credit card,511.28,4.761904762,25.564,4.6,19.7633,96.0785,,,
1868,RXF-42-K5G5,E,Vientiane,Member,Male,Health and beauty,87.80405820359113,8,35.12162328143645,1760.3441318657813,2021-03-13,11:53,Credit card,702.432465628729,4.761905,35.12162328143645,4.264604363952498,17.974855,102.630867,,,
1869,316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,1312.787097119088,2021-03-13,14:16,Ewallet,271.35,4.761904762,13.5675,4.6,16.8409,96.1735,,,
1870,EWU-80-O653,A,Chiang Mai,Normal,Male,Fashion accessories,89.54163856688295,5,22.38540964172074,1496.841358997783,2021-03-13,14:54,Credit card,447.7081928344148,4.761905,22.38540964172074,3.482918917453094,18.796143,98.979263,,,
1871,PAN-79-2EUE,F,Vientiane,Normal,Female,Home and lifestyle,26.786964679018904,1,1.3393482339509453,1063.5422582977458,2021-03-13,15:57,Credit card,26.786964679018904,4.761905,1.3393482339509453,9.47478463963655,17.974855,102.630867,,,
1872,808-65-0703,C,Naypyitaw,Normal,Male,Home and lifestyle,35.47,4,7.094,1133.3998251303913,2021-03-14,17:22,Credit card,141.88,4.761904762,7.094,6.9,19.7633,96.0785,,,
1873,442-48-3607,A,Yangon,Member,Male,Food and beverages,23.48,2,2.348,1124.0430196478817,2021-03-14,11:21,Credit card,46.96,4.761904762,2.348,7.9,16.8409,96.1735,,,
1874,HVM-39-2RRX,A,Vientiane,Normal,Male,Sports and travel,68.059288464214,3,10.2088932696321,1289.3361122282345,2021-03-14,14:13,Cash,204.177865392642,4.761905,10.2088932696321,7.256179441165765,17.974855,102.630867,,,
1875,IIF-71-6FBM,A,Chiang Mai,Normal,Male,Fashion accessories,73.0663389400872,4,14.613267788017442,1327.1253907815646,2021-03-14,13:07,Credit card,292.2653557603488,4.761905,14.613267788017442,1.9073369265884963,18.796143,98.979263,,,
1876,RIT-27-UGDX,F,Vientiane,Normal,Female,Home and lifestyle,92.9042644540705,9,41.806919004331725,1897.4375423156275,2021-03-14,14:10,Credit card,836.1383800866345,4.761905,41.806919004331725,3.56122665142884,17.974855,102.630867,,,
1877,MBJ-78-0ECM,E,Vientiane,Normal,Male,Electronic accessories,28.801668882063424,7,10.0805841087222,1249.357207801837,2021-03-14,12:40,Cash,201.611682174444,4.761905,10.0805841087222,9.942376291405392,17.974855,102.630867,,,
1878,VLV-36-XSNI,B,Vientiane,Member,Female,Sports and travel,93.23850298900692,1,4.661925149450346,1137.2582266449444,2021-03-14,13:17,Ewallet,93.23850298900692,4.761905,4.661925149450346,8.41829249768507,17.974855,102.630867,,,
1879,499-27-7781,B,Mandalay,Normal,Female,Food and beverages,53.21,8,21.284,1470.5965581823511,2021-03-14,16:45,Ewallet,425.68,4.761904762,21.284,5.0,21.9588,96.0891,,,
1880,169-52-4504,A,Yangon,Normal,Female,Electronic accessories,15.69,3,2.3535,1076.8138257190817,2021-03-14,14:13,Credit card,47.07,4.761904762,2.3535,5.8,16.8409,96.1735,,,
1881,558-80-4082,C,Naypyitaw,Normal,Male,Electronic accessories,27.85,7,9.7475,1218.5811087253624,2021-03-14,17:20,Ewallet,194.95,4.761904762,9.7475,6.0,19.7633,96.0785,,,
1882,210-30-7976,B,Mandalay,Member,Female,Fashion accessories,22.32,4,4.464,1106.8784502912922,2021-03-14,11:16,Ewallet,89.28,4.761904762,4.464,4.1,21.9588,96.0891,,,
1883,628-90-8624,B,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,1937.70294943208,2021-03-14,14:41,Cash,825.8,4.761904762,41.29,5.0,21.9588,96.0891,,,
1884,457-12-0244,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,1272.2966901176796,2021-03-14,13:49,Ewallet,211.32,4.761904762,10.566,6.5,19.7633,96.0785,,,
1885,840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,1484.347958794904,2021-03-14,18:10,Ewallet,439.55,4.761904762,21.9775,4.4,19.7633,96.0785,,,
1886,CYD-54-PRIB,A,Vientiane,Member,Male,Electronic accessories,56.46079084752227,3,8.46911862712834,1217.6498513576569,2021-03-14,16:54,Credit card,169.3823725425668,4.761905,8.46911862712834,4.857333463856542,17.974855,102.630867,,,
1887,DXZ-17-YAQW,A,Bangkok,Normal,Female,Sports and travel,73.48907665850962,2,7.348907665850962,1218.90661999167,2021-03-14,18:13,Cash,146.97815331701923,4.761905,7.348907665850962,8.014292521730882,13.736717,100.523186,,,
1888,189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,1812.583969882554,2021-03-14,12:07,Cash,696.85,4.761904762,34.8425,7.6,16.8409,96.1735,,,
1889,DSH-44-PSE9,C,Vientiane,Member,Female,Home and lifestyle,27.27676082108373,5,6.819190205270934,1182.9090607934147,2021-03-14,12:53,Cash,136.38380410541868,4.761905,6.819190205270934,6.992404876500332,17.974855,102.630867,,,
1890,FIM-79-HQ3V,D,Bangkok,Member,Female,Food and beverages,66.58029340284637,8,26.632117361138548,1587.0491568422356,2021-03-14,13:00,Ewallet,532.6423472227709,4.761905,26.632117361138548,3.7473618611567328,13.736717,100.523186,,,
1891,GUZ-99-J61Q,F,Luang Prabang,Member,Female,Sports and travel,82.19299402922361,8,32.877197611689446,1737.1690842490066,2021-03-14,16:22,Cash,657.5439522337889,4.761905,32.877197611689446,7.274300953693467,19.889271,102.133453,,,
1892,722-13-2115,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,1115.8368664038849,2021-03-14,15:36,Credit card,42.85,4.761904762,2.1425,9.3,19.7633,96.0785,,,
1893,730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,1479.1191841244754,2021-03-14,17:54,Ewallet,420.66,4.761904762,21.033,5.2,19.7633,96.0785,,,
1894,174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,1258.2508039089514,2021-03-14,12:32,Cash,194.22,4.761904762,9.711,7.3,21.9588,96.0891,,,
1895,122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,1543.4322404213087,2021-03-14,19:33,Cash,461.88,4.761904762,23.094,5.6,19.7633,96.0785,,,
1896,ZDO-86-PIVX,F,Bangkok,Member,Male,Fashion accessories,83.48032378689143,1,4.174016189344572,1119.8208685493232,2021-03-14,14:18,Credit card,83.48032378689143,4.761905,4.174016189344572,2.54067151063346,13.736717,100.523186,,,
1897,139-32-4183,A,Yangon,Member,Female,Sports and travel,97.48,9,43.866,1958.7252704114137,2021-03-14,14:19,Ewallet,877.32,4.761904762,43.866,7.4,16.8409,96.1735,,,
1898,NVS-73-QGYK,A,Bangkok,Normal,Female,Fashion accessories,34.42735067677053,1,1.7213675338385266,1093.780734567909,2021-03-14,16:19,Ewallet,34.42735067677053,4.761905,1.7213675338385266,9.722274580448738,13.736717,100.523186,,,
1899,373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,1867.5564404584024,2021-03-14,20:35,Ewallet,775.6,4.761904762,38.78,6.9,19.7633,96.0785,,,
1900,115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,1400.7609183676682,2021-03-14,19:02,Credit card,383.11,4.761904762,19.1555,8.5,21.9588,96.0891,,,
1901,BRS-98-EJBS,D,Bangkok,Normal,Female,Electronic accessories,67.46301249519152,2,6.746301249519153,1166.7198424602532,2021-03-14,18:06,Credit card,134.92602499038304,4.761905,6.746301249519153,7.0816479818818765,13.736717,100.523186,,,
1902,379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,1669.750678459051,2021-03-14,11:07,Cash,596.1,4.761904762,29.805,5.3,19.7633,96.0785,,,
1903,KYG-21-FV7P,D,Vientiane,Member,Female,Fashion accessories,26.369262833642864,4,5.273852566728573,1136.9637462000064,2021-03-15,14:04,Ewallet,105.47705133457146,4.761905,5.273852566728573,6.979228224891799,17.974855,102.630867,,,
1904,CKY-86-OAGK,F,Chiang Mai,Normal,Female,Electronic accessories,37.67046354652168,5,9.417615886630418,1243.6318169694837,2021-03-15,16:29,Credit card,188.3523177326084,4.761905,9.417615886630418,6.334936477687201,18.796143,98.979263,,,
1905,595-11-5460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,1206.0217612838169,2021-03-15,10:12,Credit card,193.16,4.761904762,9.658,5.1,16.8409,96.1735,,,
1906,IKC-68-HOL7,C,Chiang Mai,Normal,Female,Electronic accessories,34.473658371173855,1,1.7236829185586928,1091.6239269324328,2021-03-15,16:13,Ewallet,34.473658371173855,4.761905,1.7236829185586928,4.298958443499313,18.796143,98.979263,,,
1907,HFD-41-FHUK,C,Chiang Mai,Normal,Male,Fashion accessories,90.13589101724968,3,13.520383652587451,1305.1782063930864,2021-03-15,12:03,Credit card,270.40767305174904,4.761905,13.520383652587451,4.121589741089264,18.796143,98.979263,,,
1908,565-91-4567,B,Mandalay,Normal,Male,Health and beauty,10.75,8,4.3,1108.0840060943808,2021-03-15,14:38,Ewallet,86.0,4.761904762,4.3,6.2,21.9588,96.0891,,,
1909,542-41-0513,B,Mandalay,Member,Female,Electronic accessories,57.49,4,11.498,1263.1107114406527,2021-03-15,11:57,Cash,229.96,4.761904762,11.498,6.6,21.9588,96.0891,,,
1910,510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,1248.918942990369,2021-03-15,18:20,Credit card,196.6,4.761904762,9.83,7.2,16.8409,96.1735,,,
1911,605-83-1050,B,Mandalay,Normal,Male,Fashion accessories,27.18,2,2.718,1060.2341355676065,2021-03-15,16:26,Ewallet,54.36,4.761904762,2.718,4.3,21.9588,96.0891,,,
1912,760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,1181.6149690443597,2021-03-15,10:26,Cash,122.31,4.761904762,6.1155,5.8,21.9588,96.0891,,,
1913,VSB-51-3Z4H,D,Bangkok,Normal,Male,Sports and travel,70.33626019147277,3,10.550439028720916,1270.8177538204054,2021-03-15,18:53,Cash,211.00878057441832,4.761905,10.550439028720916,2.757584359144086,13.736717,100.523186,,,
1914,359-94-5395,B,Mandalay,Normal,Male,Health and beauty,92.78,1,4.639,1158.5855262821574,2021-03-15,10:50,Credit card,92.78,4.761904762,4.639,9.8,21.9588,96.0891,,,
1915,POH-42-PAMS,E,Luang Prabang,Member,Female,Sports and travel,29.03416692475152,9,13.065375116138185,1329.3288935142252,2021-03-15,16:40,Credit card,261.30750232276364,4.761905,13.065375116138185,1.3774209903898187,19.889271,102.133453,,,
1916,361-59-0574,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,1829.5884612449308,2021-03-15,14:48,Credit card,724.24,4.761904762,36.212,6.5,21.9588,96.0891,,,
1917,273-16-6619,B,Mandalay,Normal,Male,Home and lifestyle,33.2,2,3.32,1142.838717081671,2021-03-15,12:20,Credit card,66.4,4.761904762,3.32,4.4,21.9588,96.0891,,,
1918,154-87-7367,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,1603.9424986299855,2021-03-15,14:04,Ewallet,522.08,4.761904762,26.104,6.3,19.7633,96.0785,,,
1919,848-62-7243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,1283.4224431331445,2021-03-15,15:36,Cash,224.01,4.761904762,11.2005,7.4,16.8409,96.1735,,,
1920,585-11-6748,B,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,1343.7624673737855,2021-03-15,13:05,Cash,290.4,4.761904762,14.52,5.3,21.9588,96.0891,,,
1921,LGG-10-TOGV,D,Luang Prabang,Member,Male,Food and beverages,77.32486621793046,8,30.929946487172188,1700.2166852107605,2021-03-15,15:45,Cash,618.5989297434437,4.761905,30.929946487172188,1.2627175644502129,19.889271,102.133453,,,
1922,OUS-44-P9W6,D,Chiang Mai,Normal,Female,Food and beverages,97.2365195844172,9,43.75643381298775,1963.779484261345,2021-03-15,12:42,Credit card,875.1286762597549,4.761905,43.75643381298775,5.64404762956412,18.796143,98.979263,,,
1923,QUY-62-GW5D,B,Luang Prabang,Member,Male,Home and lifestyle,25.997788325398275,7,9.099225913889397,1236.74505342869,2021-03-16,14:55,Cash,181.9845182777879,4.761905,9.099225913889397,7.961897662622325,19.889271,102.133453,,,
1924,286-43-6208,C,Naypyitaw,Normal,Female,Food and beverages,87.8,9,39.51,1882.7143060523208,2021-03-16,19:08,Cash,790.2,4.761904762,39.51,9.2,19.7633,96.0785,,,
1925,LAC-02-8L10,F,Bangkok,Normal,Male,Fashion accessories,31.828552593921984,6,9.548565778176595,1264.5845298279442,2021-03-16,10:39,Credit card,190.9713155635319,4.761905,9.548565778176595,3.36919290645922,13.736717,100.523186,,,
1926,290-68-2984,A,Yangon,Normal,Male,Home and lifestyle,23.75,4,4.75,1145.78597017141,2021-03-16,11:22,Cash,95.0,4.761904762,4.75,5.2,16.8409,96.1735,,,
1927,HNT-60-CUT4,C,Chiang Mai,Member,Male,Home and lifestyle,83.1119539690359,9,37.40037928606616,1835.574219332753,2021-03-16,13:43,Ewallet,748.007585721323,4.761905,37.40037928606616,6.445051478051881,18.796143,98.979263,,,
1928,XOV-19-BO4C,E,Luang Prabang,Member,Female,Food and beverages,61.36617240785267,6,18.409851722355803,1426.60071670292,2021-03-16,13:29,Cash,368.197034447116,4.761905,18.409851722355803,5.809491678571901,19.889271,102.133453,,,
1929,575-30-8091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29.0,1664.5158515159078,2021-03-16,19:25,Ewallet,580.0,4.761904762,29.0,9.2,16.8409,96.1735,,,
1930,RTT-09-HKLT,F,Chiang Mai,Normal,Female,Electronic accessories,39.41620274176441,7,13.795670959617542,1375.6897745078772,2021-03-16,11:35,Ewallet,275.91341919235083,4.761905,13.795670959617542,9.92105601479762,18.796143,98.979263,,,
1931,OXX-66-PB2D,F,Vientiane,Member,Female,Sports and travel,59.23550933187636,4,11.847101866375272,1328.2043961725497,2021-03-16,12:01,Ewallet,236.94203732750543,4.761905,11.847101866375272,1.572862333011647,17.974855,102.630867,,,
1932,711-31-1234,B,Mandalay,Normal,Female,Electronic accessories,95.64,4,19.128,1424.4792696618665,2021-03-16,18:51,Cash,382.56,4.761904762,19.128,7.9,21.9588,96.0891,,,
1933,AAK-52-0PJP,D,Chiang Mai,Member,Female,Home and lifestyle,61.890756708034615,5,15.472689177008654,1408.9407080356625,2021-03-16,13:47,Cash,309.45378354017305,4.761905,15.472689177008654,8.113314023785787,18.796143,98.979263,,,
1934,617-15-4209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,1090.1455497407678,2021-03-16,19:47,Cash,30.74,4.761904762,1.537,7.2,19.7633,96.0785,,,
1935,HTL-79-GT6F,E,Vientiane,Member,Female,Home and lifestyle,48.17357920524399,6,14.452073761573198,1320.586251821146,2021-03-16,15:16,Credit card,289.04147523146395,4.761905,14.452073761573198,8.568536678243394,17.974855,102.630867,,,
1936,578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,1150.226419863763,2021-03-16,16:58,Cash,74.97,4.761904762,3.7485,5.6,21.9588,96.0891,,,
1937,LCS-03-7IDY,D,Luang Prabang,Normal,Female,Fashion accessories,19.82700967631632,4,3.965401935263264,1109.156173891171,2021-03-16,15:27,Cash,79.30803870526528,4.761905,3.965401935263264,4.626186547254873,19.889271,102.133453,,,
1938,MGK-59-SLAR,C,Bangkok,Member,Male,Sports and travel,71.45448801116913,7,25.0090708039092,1596.562913128404,2021-03-16,10:01,Credit card,500.18141607818393,4.761905,25.0090708039092,5.903516392200948,13.736717,100.523186,,,
1939,210-74-9613,C,Naypyitaw,Normal,Male,Fashion accessories,97.26,4,19.452,1469.1023492064337,2021-03-16,15:33,Ewallet,389.04,4.761904762,19.452,6.8,19.7633,96.0785,,,
1940,701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,1416.8723380278304,2021-03-16,10:11,Ewallet,343.7,4.761904762,17.185,6.7,21.9588,96.0891,,,
1941,ITY-01-GYUO,B,Bangkok,Member,Female,Home and lifestyle,10.015796427213097,5,2.503949106803274,1145.4689144593906,2021-03-16,15:51,Ewallet,50.07898213606549,4.761905,2.503949106803274,6.730055812012453,13.736717,100.523186,,,
1942,XKQ-66-Q1L2,F,Luang Prabang,Member,Female,Food and beverages,78.10225959484303,2,7.810225959484303,1212.5772469965077,2021-03-16,10:44,Ewallet,156.20451918968607,4.761905,7.810225959484303,8.627104167070172,19.889271,102.133453,,,
1943,727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,1377.2001816641118,2021-03-16,12:43,Ewallet,318.05,4.761904762,15.9025,4.8,16.8409,96.1735,,,
1944,BRF-78-K3MW,B,Bangkok,Normal,Male,Fashion accessories,20.12990566289642,2,2.012990566289642,1114.4200543653633,2021-03-16,16:36,Cash,40.25981132579284,4.761905,2.012990566289642,3.9279504408772734,13.736717,100.523186,,,
1945,FON-88-IYCO,D,Vientiane,Normal,Male,Sports and travel,75.92795463709227,7,26.57478412298229,1608.2975390417544,2021-03-16,10:50,Cash,531.4956824596459,4.761905,26.57478412298229,6.18881500691343,17.974855,102.630867,,,
1946,YCV-62-9VQK,E,Vientiane,Normal,Male,Electronic accessories,12.619130619067892,5,3.154782654766973,1137.8146130825778,2021-03-17,14:30,Ewallet,63.09565309533946,4.761905,3.154782654766973,4.871480072630497,17.974855,102.630867,,,
1947,QGE-21-6R7Z,D,Bangkok,Normal,Female,Home and lifestyle,42.7656584616994,1,2.13828292308497,1077.1161027373062,2021-03-17,18:27,Credit card,42.7656584616994,4.761905,2.13828292308497,9.161104634974226,13.736717,100.523186,,,
1948,YFX-83-39CW,D,Vientiane,Member,Male,Sports and travel,59.19845952730573,5,14.799614881826432,1366.7366012477223,2021-03-17,18:27,Ewallet,295.99229763652863,4.761905,14.799614881826432,3.203136157741936,17.974855,102.630867,,,
1949,QGF-48-LBLF,C,Bangkok,Normal,Male,Fashion accessories,35.14916532822068,6,10.544749598466206,1285.6692215802198,2021-03-17,12:54,Cash,210.8949919693241,4.761905,10.544749598466206,3.557895282271571,13.736717,100.523186,,,
1950,ZQV-45-KM0I,F,Luang Prabang,Member,Female,Sports and travel,95.31006932315624,3,14.296510398473435,1370.826730628918,2021-03-17,17:13,Ewallet,285.9302079694687,4.761905,14.296510398473435,1.3708782616739166,19.889271,102.133453,,,
1951,XYA-21-F6OL,B,Chiang Mai,Member,Female,Food and beverages,45.13059226107587,2,4.513059226107587,1150.1035500115322,2021-03-17,18:43,Credit card,90.26118452215174,4.761905,4.513059226107587,2.44498548377957,18.796143,98.979263,,,
1952,MOP-00-MAXA,C,Luang Prabang,Normal,Female,Electronic accessories,70.09065559074583,4,14.018131118149164,1368.34590603562,2021-03-17,11:03,Ewallet,280.3626223629833,4.761905,14.018131118149164,3.3556885496479216,19.889271,102.133453,,,
1953,VTL-49-JBW3,F,Bangkok,Normal,Male,Health and beauty,55.97282941403837,7,19.59049029491344,1476.049596769452,2021-03-17,17:22,Cash,391.8098058982686,4.761905,19.59049029491344,4.63704563391544,13.736717,100.523186,,,
1954,TLN-69-WLAK,C,Luang Prabang,Member,Female,Fashion accessories,33.944673019541035,2,3.394467301954104,1144.646596214897,2021-03-17,14:09,Credit card,67.88934603908207,4.761905,3.394467301954104,7.134459311514783,19.889271,102.133453,,,
1955,JMD-24-FQFQ,D,Bangkok,Member,Female,Home and lifestyle,74.36726835882841,7,26.028543925589947,1598.9414490946822,2021-03-17,11:57,Ewallet,520.5708785117989,4.761905,26.028543925589947,8.243969481923758,13.736717,100.523186,,,
1956,320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,1075.265836454191,2021-03-17,18:58,Cash,22.62,4.761904762,1.131,6.4,19.7633,96.0785,,,
1957,642-30-6693,B,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,1413.9425295351152,2021-03-17,13:54,Ewallet,327.06,4.761904762,16.353,7.8,21.9588,96.0891,,,
1958,CCQ-45-CZAB,D,Luang Prabang,Normal,Male,Electronic accessories,58.60014068038468,5,14.650035170096167,1366.773660899369,2021-03-17,12:11,Ewallet,293.0007034019234,4.761905,14.650035170096167,3.270462664554644,19.889271,102.133453,,,
1959,ZAK-71-QKLX,B,Luang Prabang,Member,Male,Sports and travel,37.49780497103957,1,1.8748902485519787,1080.5084465122368,2021-03-17,10:14,Credit card,37.49780497103957,4.761905,1.8748902485519787,8.524194926013756,19.889271,102.133453,,,
1960,880-46-5796,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,1876.260985280452,2021-03-17,19:53,Ewallet,769.2,4.761904762,38.46,5.6,16.8409,96.1735,,,
1961,220-68-6701,A,Yangon,Normal,Female,Home and lifestyle,77.47,4,15.494,1399.1526931349122,2021-03-17,16:36,Cash,309.88,4.761904762,15.494,4.2,16.8409,96.1735,,,
1962,BHQ-89-9479,C,Bangkok,Member,Male,Food and beverages,68.03697760274139,6,20.411093280822417,1468.158894881296,2021-03-17,16:27,Ewallet,408.2218656164483,4.761905,20.411093280822417,5.651881688754335,13.736717,100.523186,,,
1963,OEY-88-4FLO,D,Chiang Mai,Member,Female,Electronic accessories,97.92382751175838,4,19.58476550235168,1479.394548932427,2021-03-17,16:43,Cash,391.6953100470335,4.761905,19.58476550235168,6.286475716829266,18.796143,98.979263,,,
1964,DQW-87-3U3A,B,Chiang Mai,Member,Male,Fashion accessories,76.02025176419559,5,19.00506294104889,1501.074889050308,2021-03-17,17:53,Ewallet,380.10125882097793,4.761905,19.00506294104889,7.701104756892848,18.796143,98.979263,,,
1965,YTB-04-UPHJ,F,Vientiane,Normal,Female,Home and lifestyle,71.76249422717565,6,21.528748268152697,1515.5831533623077,2021-03-17,15:07,Ewallet,430.57496536305393,4.761905,21.528748268152697,1.3876068367548746,17.974855,102.630867,,,
1966,662-47-5456,C,Naypyitaw,Member,Male,Fashion accessories,35.19,10,17.595,1408.1871989084414,2021-03-17,19:06,Credit card,351.9,4.761904762,17.595,8.4,19.7633,96.0785,,,
1967,BHE-42-WH70,A,Chiang Mai,Member,Female,Fashion accessories,21.52496246471924,3,3.228744369707886,1111.594038449715,2021-03-17,18:40,Credit card,64.57488739415771,4.761905,3.228744369707886,7.448941612209627,18.796143,98.979263,,,
1968,152-03-4217,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,1176.7700931011568,2021-03-17,11:55,Credit card,101.52,4.761904762,5.076,4.3,21.9588,96.0891,,,
1969,LKH-40-PF51,C,Chiang Mai,Member,Male,Electronic accessories,96.80637153559807,2,9.680637153559807,1311.2588756715938,2021-03-17,12:03,Ewallet,193.6127430711961,4.761905,9.680637153559807,1.3902697015140428,18.796143,98.979263,,,
1970,OJW-93-Y409,E,Chiang Mai,Member,Male,Home and lifestyle,45.1516939833222,4,9.03033879666444,1245.3446790957878,2021-03-17,14:28,Credit card,180.6067759332888,4.761905,9.03033879666444,2.7628588716398608,18.796143,98.979263,,,
1971,413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,1129.8068191897046,2021-03-18,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,19.7633,96.0785,,,
1972,RLD-69-0TN9,A,Luang Prabang,Member,Male,Food and beverages,66.23161366004763,6,19.86948409801429,1493.9293473083103,2021-03-18,13:28,Ewallet,397.38968196028577,4.761905,19.86948409801429,1.7815277839601036,19.889271,102.133453,,,
1973,YYM-80-RQ3J,D,Luang Prabang,Member,Male,Home and lifestyle,87.14803008920806,1,4.357401504460404,1168.9602576502778,2021-03-18,15:05,Cash,87.14803008920806,4.761905,4.357401504460404,9.508311773308025,19.889271,102.133453,,,
1974,776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,44.12,3,6.618,1189.9876572936614,2021-03-18,13:45,Credit card,132.36,4.761904762,6.618,7.9,21.9588,96.0891,,,
1975,CUJ-10-JLWA,B,Bangkok,Member,Male,Sports and travel,40.69649436130621,3,6.104474154195931,1222.107966248382,2021-03-18,14:29,Ewallet,122.08948308391862,4.761905,6.104474154195931,1.4441863887924833,13.736717,100.523186,,,
